compound,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX
1.53_79.9571m/z,1326.467204,1297.240886,1411.183912,1330.806433,1631.831857,1618.567259,1391.778927,1385.671377,1560.510295,1371.425661,1365.891198,1471.469396,1346.984176,1228.426375,1338.385765,1419.34378,1496.089828,1425.808209,1355.242032,1304.374889,278.6130324,351.8527723,246.1711134,234.0440212,218.0345253,239.8592355,260.9078174,210.8805237,303.79872,307.2512099,230.9412152,257.9105001,233.3074049,287.818797,278.473589,271.1314979,261.0806247,203.8268258,247.9649003,213.1701313
1.53_187.0235m/z,78255.78526,77667.57627,78406.99591,82063.39495,96050.24942,100988.8378,73426.25055,77072.74794,84774.53657,86374.06883,79863.35988,81452.53538,75340.09438,76249.50466,77469.05665,84348.50613,86960.46929,85721.16555,80708.83614,83357.45135,17489.22167,18175.15313,17937.07857,17064.79061,16458.72861,14565.35975,17140.58381,16301.92328,17756.55505,17783.51945,16091.17956,15595.45102,16850.72405,15729.07314,17224.31115,16887.80202,17195.78155,15937.4341,16694.0214,16337.0941
1.52_447.1348m/z,8491.115165,8853.222004,10022.86502,10183.87986,13628.46795,12206.48378,9832.403502,8778.874419,9164.421464,9800.855439,9270.414666,8391.269182,9533.875241,8285.348671,8812.930443,8992.859282,11427.88576,11828.09663,9499.550428,9815.25246,7743.743466,7181.239878,8082.719276,6872.211569,6888.157077,6283.371311,7811.527556,7404.855022,7187.426994,7077.043584,6898.449207,5878.639011,7347.603378,6182.801803,7081.202812,7586.50789,7057.751499,6126.432634,7965.046066,7482.640034
1.52_393.0454m/z,11644.8126,9813.370678,10643.60118,12623.16959,19913.45955,16976.64107,11478.86611,10825.86575,13050.33047,11023.65178,12552.94577,9573.598174,11827.5592,8518.267339,11254.40954,11043.76187,13713.13484,11500.3262,10516.47714,9318.553125,138.0968078,0,0,0,0,0,0,0,115.7390849,0,66.22406726,0,0,0,134.470356,0,84.88396994,0,163.7380162,48.4769135
1.52_208.0980m/z,0,0,0,0,33.31921471,0,10.35889229,0,0,0,0,35.33236237,0,0,0,0,104.6490671,0,0,0,4875.26709,3947.233154,2913.840004,2542.518593,6719.598492,5014.231001,5012.611207,4795.352327,3327.835424,3095.978945,10080.63003,8449.743468,5058.49188,4469.704994,10104.29555,9743.795687,15138.11884,13930.56643,9232.387542,8729.367796
1.52_719.4882m/z,31302.37772,19774.91404,30973.94599,24277.31748,15851.48502,10702.82951,39462.7291,27705.93307,32207.17036,20832.20752,24948.54438,18729.77989,30077.83389,20363.14786,27662.24417,19978.06088,37189.2182,27353.8071,29153.36505,21088.32386,24518.68891,14758.43949,29289.1723,21128.61447,22295.56339,13502.45495,25960.47164,19458.17344,22986.14044,17544.57533,21672.44322,13161.79337,22216.10918,13842.07932,20448.9831,14023.40749,16507.05765,7686.333534,17130.99101,9255.920235
1.52_213.9640m/z,1573.010877,1959.975454,1032.689074,747.9988976,973.7334212,696.4828582,1280.023333,898.8966492,1645.007995,5359.476878,1049.509561,1316.866759,1639.379713,1765.292178,1445.197401,1019.307869,1278.760103,677.9395508,1354.167154,1224.12359,2020.08157,2191.741529,6152.274302,5968.932886,8162.508002,6769.624404,3659.033234,3395.414179,2192.059511,2016.751056,3259.356802,3236.82471,1311.193921,1497.609251,774.0482682,833.2636838,1768.365354,1402.354391,4659.351139,1219.992355
1.53_115.0400m/z,2642.830011,2751.763289,2244.030673,2486.461178,1315.891254,1704.683742,2532.909897,2760.127982,1441.942239,1533.233344,5324.179781,5554.002327,4309.858299,4901.898709,4179.188717,4822.720965,3154.6064,3218.721654,4616.536276,5293.295337,19485.87345,21507.92675,14095.50655,16357.55224,21778.40782,23526.06457,17142.02233,20156.15077,17079.29058,20079.48612,34549.73596,38562.70419,26488.40565,29827.42552,36601.59424,41387.51599,41533.587,46029.26357,32073.64768,35300.82061
1.53_498.2901m/z,38640.4498,37961.82621,33931.16696,37513.43281,43560.59817,40265.59836,39317.89775,39179.67808,32104.84118,34408.1209,43806.88311,38194.54068,45934.44174,45009.9527,47016.37389,44807.60373,35719.35972,37421.55217,44912.10814,44520.94962,69330.69285,59791.54185,76751.28534,66152.51264,75642.96675,62959.80957,78494.76007,68366.06399,76737.32291,65505.95285,141200.8205,126969.1064,145214.6855,125283.6763,171285.8235,145683.5212,163611.5891,138175.2481,142664.7393,132466.4436
1.53_142.0509m/z,301.3819258,383.2758447,353.9837163,471.3068698,0,24.15603618,490.8655451,487.7035568,43.47442672,68.87447166,1297.944543,1212.701893,1012.359851,987.381492,804.3902526,939.7357981,667.9131651,459.0514897,967.8228387,983.1082708,5502.619099,5596.648109,3974.344713,4512.002488,5927.745709,6273.428266,4601.953285,5471.453124,4722.484948,5329.082913,10033.00513,11215.30596,7567.11599,8360.876512,10401.24026,11108.18188,12165.90412,13219.08404,9194.336411,9930.34985
1.53_745.5044m/z,55712.345,36698.99577,54836.73078,40831.31939,38692.35355,24694.69423,61828.30264,47261.96811,50365.9758,35888.88211,79626.88383,61082.86226,86339.7172,62729.14174,84359.0958,64639.58455,97553.89474,76992.68181,75508.57427,61203.28219,11844.42104,8354.792757,18102.96113,11203.94932,14852.59317,12468.00543,15267.43671,9557.775696,13538.6176,13361.24977,116411.5984,96280.8235,127258.5141,83846.13283,121203.2285,93273.89344,110161.4546,67082.45604,106934.8036,83371.86979
1.53_409.2729m/z,11860.91445,10733.24409,8464.430974,8112.237256,6526.465319,6980.215844,9622.439032,10353.87132,12389.16878,11292.94222,16293.16036,15118.24101,14970.52114,11535.54777,16660.64106,16907.96607,20265.35684,17504.88166,16495.79394,14132.04375,19539.83379,16505.57451,16716.85757,15274.31951,14357.56617,12882.32488,15887.41985,15116.65596,14619.36148,13956.245,8637.138866,7780.799188,10286.05628,7733.460178,8708.389039,7837.370305,7652.935399,6308.846371,7929.868116,7074.277857
1.53_135.0451m/z,1841.562742,1741.571384,1910.964478,1955.109126,2578.604868,3433.344105,1798.415474,2006.18957,2123.045436,2513.603529,2549.146549,2698.153858,2081.389674,2147.511392,2300.701036,2687.601507,2451.471949,2518.762315,2258.431733,2234.329235,1047.174307,1331.948561,1348.407746,1354.576409,1639.091295,1559.066494,1624.691277,1892.494614,1199.597374,1419.996412,1888.098452,1875.967529,1119.370307,1319.701333,2383.838606,2687.073212,1872.854545,2292.47163,2321.450915,2511.917104
1.53_270.2078m/z,6392.625622,6474.48784,6072.775378,6389.15248,8533.841675,10134.12829,5909.191871,6430.653039,6815.549152,7910.638107,6291.966083,6419.513832,6289.332746,6604.557845,6142.108942,6918.307687,7026.384905,7989.807064,6083.576137,7189.707617,1118.011558,736.0635019,486.9250506,369.5787372,520.4701532,702.4705774,640.7927545,627.1530664,741.0203434,784.4167902,716.2498862,450.8127423,166.9133934,290.5205006,644.7194021,463.45944,964.338303,799.1828059,731.5135115,952.9034045
1.53_155.0714m/z,1933.335009,1920.343467,1463.180743,1546.024612,1502.917325,1661.426568,1422.892758,1577.894354,1461.373469,1781.827449,1927.797267,1917.008458,1547.198083,1633.369371,1308.024786,1843.178129,1657.901357,1912.878746,1627.987293,1689.288558,3683.428243,4040.788129,3490.507502,3767.533557,3402.97258,3340.179626,3469.977818,3842.630014,3738.784641,4204.853227,3360.202291,3741.460787,3203.371973,3160.354283,3884.568328,4470.905819,2699.282187,3315.043596,3363.236736,3381.693838
1.53_239.9974m/z,1232.476398,582.9409718,781.100395,777.1398116,451.1842235,0,994.0016566,617.7152863,120.6154422,348.3557135,1139.967839,836.3995358,1096.197981,642.8740507,844.5424829,862.8535187,406.3947375,532.4380889,1135.597198,706.6460536,2798.101378,2790.182984,2955.944109,2824.886955,3890.962676,3167.215791,3058.865097,2943.703399,3559.013204,3661.407342,4653.995468,4517.823393,5072.010638,4613.41713,6380.284644,5888.130339,6473.486362,5382.931201,5257.899862,4711.028819
1.53_364.9954m/z,6448.518227,6007.236753,5934.849478,4718.99197,6906.413459,3924.675107,4796.060421,5084.799354,6268.451942,5320.414408,5547.903062,4840.103601,6075.313413,6054.246254,5349.964786,4105.201586,4784.016481,4990.293434,5583.043322,4192.634637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.5603965,0,0,0,333.5373771,0
1.53_255.0880m/z,3333.774806,2874.44742,2674.903411,2536.79124,2381.681759,2353.030221,2118.673373,2384.498831,4479.672665,4564.431374,3290.045353,3275.832334,2945.833161,2649.765608,3167.035081,3449.389062,2610.956081,2063.567085,2368.103808,2549.905032,4941.350223,4722.945058,3564.972725,2906.984322,3642.869517,3462.877168,2352.601731,2602.028549,4156.783619,3326.974656,3146.230765,2330.253665,2516.282588,2365.510909,2091.273942,2016.388407,3728.079134,3303.202301,3459.074321,3257.146843
1.53_523.3493m/z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506.461253,4338.617333,4722.685129,5853.805707,6541.537718,4031.284081,5523.191585,3953.451612,4802.209298,4646.433533,13435.19167,11489.26515,16039.21963,13202.80228,12840.84688,12402.44883,12699.40874,10265.78588,10461.15009,11222.18819
1.52_253.0154m/z,12025.77674,12911.44782,12533.63131,13904.58465,18395.3733,20072.17554,12099.29531,12542.77487,13876.29865,14573.89064,14185.73427,13169.65267,12508.56695,11652.19307,13459.00349,13778.29585,15195.56565,14406.35557,13289.54339,13278.92286,1478.90247,1635.563944,1328.536359,1502.822301,1442.159234,1200.522394,1309.724947,1636.072131,1496.251522,1632.145946,1251.484835,1185.056693,1267.434545,1106.834933,1105.42164,1456.175971,1451.53716,1035.334576,1091.749782,1311.760004
1.48_171.1027m/z,17747.11133,19471.35433,13572.13817,16176.86942,14935.63618,18566.25573,11995.86394,13710.54603,18558.31658,21399.3212,19799.98134,22457.81123,14405.55093,16107.10703,13450.71356,15254.36837,16524.65419,18632.2588,16107.33027,18616.85165,14470.27636,16388.46091,21020.06242,23323.81133,19110.77891,19914.63472,26019.81332,28927.25069,20445.11386,22555.92216,11673.28635,13971.42803,11557.35564,13333.93386,13998.24023,16003.98793,13732.0184,15420.31829,17212.66114,19836.03122
1.99_289.0056m/z,17934.39719,24773.11546,14423.25514,16986.43025,16846.19743,11759.64029,14352.35468,18529.86605,13218.85281,13939.67658,30520.61876,30476.49178,27713.28271,32302.61521,29454.28776,34385.62329,19088.19349,22054.44282,30211.09185,35959.29507,52705.90424,67890.32606,39805.33548,40726.52737,50185.07219,51542.01952,40568.08668,46617.49028,43758.73488,46942.17216,80059.05746,86021.94029,72344.37441,87622.97118,119505.8384,122767.4134,97642.75034,127983.3455,85297.63736,121256.7626
2.00_204.0433m/z,18525.51032,15001.52821,15828.80302,12973.38457,19773.50009,5464.566763,17528.6167,14984.38327,13691.71086,10438.23442,17981.80728,13817.67177,19866.25227,16612.52724,16106.47447,15385.33377,13617.94669,10795.72477,17130.58344,14966.82307,23618.3327,21341.30349,20011.0476,13339.15239,24765.27267,16225.14776,21933.30207,18649.01272,21878.71476,19272.1611,40715.07141,27836.08124,35563.12196,27635.23646,41515.4007,32747.36137,45969.72916,34633.99791,37391.49525,33856.08742
2.49_480.2739m/z,45596.13085,39411.73609,43720.95899,43628.19501,44477.63404,35252.68538,50352.64561,49552.61819,40966.34146,36544.56588,35799.77373,28459.16279,39796.50465,35126.67282,37152.83238,30775.78245,45761.91671,40358.28415,36559.00777,31919.28936,5365.225627,2658.73975,5478.095184,2377.775868,4400.617371,2600.969688,5183.84746,2214.807591,4445.825831,2311.803698,1838.615045,1223.630913,1354.455661,542.9130459,1544.973193,1704.92974,1639.72629,670.2767279,2122.1513,1086.402552
2.50_450.0395m/z,42152.43389,62869.00089,37171.33853,47346.86213,29799.14653,32402.80344,39158.45352,50280.69791,37160.00544,50095.30814,38632.35283,49780.85528,41062.76673,48985.23413,37177.92772,49624.42193,46878.42972,57077.84607,35526.15712,52382.01343,21841.5381,32639.99408,19202.40844,28888.28933,18641.13076,31159.23815,22539.50667,32193.89946,20233.65439,34408.817,13632.35909,21418.135,12604.74415,20843.10425,15539.37792,22134.23192,10738.21537,27186.5889,14535.13427,27177.65477
2.50_728.5253m/z,58451.03132,22644.3812,58001.25211,35574.32696,59184.28359,31896.78932,61523.09474,31443.59036,60631.52158,31507.11514,48238.78917,27001.47289,53106.86716,29260.96435,46666.52362,26692.90244,60466.95224,28191.52888,46200.89719,23665.97038,44811.57622,19403.20019,43028.94034,25436.41825,45480.5755,20544.77263,45061.28795,25014.99316,44302.43839,22926.26396,25270.27776,13686.31658,24821.43788,9965.324448,26389.08466,14481.55491,27452.0133,8883.448762,25865.27036,9588.022459
2.51_834.5310m/z,495792.699,270329.1598,514214.0893,395526.5768,421686.1455,291568.6553,659337.5552,458710.043,427697.4198,288674.8285,311711.5178,224586.0472,376094.0457,258801.1216,324359.3433,220660.1602,464627.4703,310483.3761,321495.1808,232903.2574,1074184.02,701468.2582,1159186.141,971798.3177,887240.0434,697725.8635,1020015.154,804749.6782,983187.2358,756280.5734,631198.4485,445797.901,543352.4467,330741.4245,591747.0372,475617.7526,600063.5637,348373.1909,591674.6935,342374.0995
2.51_482.0114m/z,20470.08076,34156.00158,17900.05783,24752.27723,13491.06611,14391.42143,18715.63221,27223.39639,17271.34405,23542.02725,18387.35468,22787.04014,19063.9081,24092.27018,18463.65536,25936.94572,22975.63113,28994.92671,17299.38825,25078.98952,10474.90243,17719.39658,7167.321526,17033.12895,7508.69009,18131.37948,10028.77858,18002.82761,9848.43557,19302.45823,6368.906037,11575.83677,5334.11545,12164.17387,7562.081215,11321.44683,3434.182469,15481.71014,6812.638196,16157.62779
2.51_1033.6381m/z,56456.42236,17875.52968,47315.61855,31359.77569,51178.67662,12967.97343,59067.7646,36742.36775,52156.3317,24686.3909,40348.41667,28571.07306,46885.96039,28659.08464,39583.87173,26611.53837,58500.20965,32550.07356,40297.26535,23726.07888,32482.34615,16852.59192,34321.45684,18454.67292,36521.54499,19055.98814,41640.35084,21774.03624,37456.47936,23204.6507,12032.91951,7696.082477,9119.081957,1707.10569,14420.31778,9692.458928,9429.579235,3496.422332,13874.38698,4787.878581
2.53_133.9917m/z,34255.64726,42377.60059,47083.49687,57097.21013,40816.01537,51325.57496,34827.91498,43558.13967,77396.02744,93116.75916,39230.83538,45824.69826,49166.78956,58809.17225,62383.6013,75282.26443,61183.18141,71616.04694,55359.42215,64745.12539,23631.98011,29830.68233,16070.95089,20010.18175,24237.03016,28851.36636,18044.85785,21220.56955,18583.58539,22440.936,17713.32038,21985.59248,17244.01309,20764.41119,21575.08851,24981.48413,32578.77167,42952.76734,20954.66238,26246.45454
2.49_439.1046m/z,17380.65504,24725.4101,15511.2533,21030.46262,20797.21298,13363.72776,17080.58169,23036.10872,13761.65221,15423.31715,39741.71436,43232.80506,36068.49761,46538.97481,38535.14351,44619.69266,33294.67049,39460.40508,36563.96769,41809.82472,40864.3825,56257.77687,32532.32696,33439.63317,50576.83765,52099.52027,44038.16854,52323.91455,40046.15017,42964.00243,136724.7189,142785.4912,83269.51332,96580.69022,146716.7269,156202.1154,177865.0453,217596.6051,127595.8389,176024.9783
2.53_145.0505m/z,4672.385612,4860.917825,4399.899921,5017.66035,5589.791661,4655.489055,4728.384126,5479.95154,5251.08069,5609.646083,5518.908492,5817.488143,4972.040782,5225.403127,4898.603478,5532.242428,5398.656947,5236.304143,5243.272579,5410.385447,3076.232594,3957.572244,3043.724035,2965.940783,2895.552706,3119.063037,3055.55582,3820.344048,2877.574451,3414.532151,3993.414535,4151.21352,3608.618061,3988.40403,4089.562146,4438.705413,3807.552439,4638.948179,3761.246275,4067.138222
2.54_766.5409m/z,607789.9313,235995.6193,600781.5011,356546.4236,629231.3331,370294.3118,730877.2788,359572.2892,594173.5034,288537.3287,471639.9343,289208.5711,579488.0158,301157.9601,463502.6292,261106.1851,595774.5574,303483.0414,465077.0444,255872.41,782082.0644,375016.4339,804760.0685,449658.5412,803060.9191,391388.7108,784443.4063,418604.5464,740378.4315,398177.5444,538675.1245,301130.8068,485116.9405,188608.8457,552171.4534,342230.427,639627.7008,216381.2462,574954.1987,224903.3741
2.54_131.0349m/z,25697.51614,32902.02512,27142.00028,32905.27926,24923.27172,26243.20343,22185.96992,29240.30898,24698.37421,29353.97559,12485.47592,14189.64318,12265.20128,14300.3441,12199.17157,14529.35694,11626.8152,13612.17861,12026.30481,13778.97021,26378.4389,31633.17673,21560.34306,26259.09873,23065.64488,28188.38659,20575.17636,25441.02809,24609.56595,28673.32827,6758.570507,7336.886879,5585.665647,6284.954007,7240.595084,8718.632063,6722.103375,8759.974588,6042.991674,7897.436902
2.54_143.0349m/z,6837.947425,8580.051662,5998.528402,7084.884253,7455.226245,6800.153244,6146.666538,7803.932925,5735.909548,6444.548417,8284.29675,9138.757996,7620.063339,8593.739164,8234.856733,9520.255777,5504.391591,6145.541052,8616.429123,9782.992332,8165.054295,9985.984626,6919.481463,7584.156339,9395.208356,10238.22528,8195.571411,9249.912463,9028.515338,9992.540365,13703.24864,14892.98211,12814.74118,13398.38084,15339.21111,18172.44987,15093.85041,18996.41336,13262.64302,16633.51343
2.54_793.5599m/z,69192.09896,25943.46251,75535.49354,43379.65652,76962.94035,40609.10785,86359.00117,43298.42885,76780.3855,39435.44834,58243.72999,33285.64543,66173.19298,35760.10867,54158.27556,31514.14818,70276.70277,38316.56605,58533.5352,30738.77196,92669.55995,46446.79864,98036.70784,56780.439,94369.06229,45357.04268,96943.90914,55238.53877,91479.376,51658.40195,78277.13079,46164.17421,73100.50559,28611.39725,81221.40953,54442.62931,88124.73134,31106.23796,86264.30776,35687.67322
2.54_478.2585m/z,22098.35793,20529.2356,21135.69807,20186.57333,21909.12464,15402.45372,20279.65452,18153.52642,22208.50652,18364.37199,34603.45384,27911.37974,35886.73446,31668.84124,36142.12038,29867.95726,43721.2437,38590.82439,32313.76665,26686.59482,828.1001234,0,533.2764736,0,389.5625267,0,773.6396342,150.9129974,185.060306,0,2381.752369,963.3511458,2282.402766,674.1945548,1743.343254,194.8131544,1043.82578,400.9622402,1288.318611,1275.193976
2.55_99.0451m/z,12069.82215,14249.08839,10724.48472,12221.94687,13634.15211,11725.16799,10975.31057,13728.0355,9809.001989,10866.43836,14088.01467,15569.59379,12915.78723,15013.73434,13985.64045,16015.68626,9534.133376,10592.10599,14443.94185,16366.91379,14968.84211,18108.44207,13748.17676,13577.59254,16792.15103,17107.74945,14648.1846,16593.18441,15880.65468,17334.4146,26004.86236,26828.58886,23392.58055,24453.80214,30072.1912,32017.79638,28820.09275,33796.15428,25605.7336,29284.47354
2.57_87.0451m/z,8378.089431,10564.02869,9004.473423,11081.10386,8062.858848,8128.255955,7381.370281,9597.247168,7825.337694,9450.430396,4033.689166,4596.742622,3938.432384,4647.622665,4047.509191,4779.064158,3573.221632,4309.319485,3847.629756,4775.682867,8938.275251,10602.73765,7185.744614,9087.011625,7767.769474,9284.583154,7080.216374,8520.737422,8080.322298,9422.63934,2435.288997,2757.275901,2033.753347,2386.970744,2787.532811,3319.403899,2537.476895,3423.335382,2319.792922,2967.617404
2.53_123.9020m/z,5250.127579,9245.584437,6280.20235,8343.856981,4917.218315,8958.944826,4323.09319,7099.869141,6535.118707,10188.77971,8611.59689,9415.662364,4989.685016,7486.209581,7376.881679,8029.66966,5574.010707,8984.666325,7640.553668,7668.305541,4199.895764,6875.368641,6745.810374,7715.433823,10656.2009,7947.28873,8471.592736,7054.864893,6225.463851,7033.630589,4315.165008,7066.122929,6011.825865,7950.044464,7428.129147,6806.508307,6210.395538,7856.055592,4214.106095,7079.910457
2.58_190.0371m/z,10664.08269,17901.33298,7821.477889,10326.21705,10792.47978,7909.651567,7279.440171,9234.172178,5973.62691,6594.546841,13992.40505,19730.7108,9858.552111,12287.93714,9498.071586,12551.19091,6380.810889,7394.600115,9081.657158,10314.45273,5093.924751,7024.720601,3551.784858,4046.515388,4481.586489,4436.179237,3598.202789,3759.802897,3508.551439,3798.071654,12613.11436,14170.65884,9328.075111,9291.75359,16710.86643,18714.8093,11922.97088,14680.33036,10531.71163,13379.72955
2.48_437.0888m/z,16561.16397,15563.5151,16528.7731,14542.56429,4278.058814,1148.920962,18482.79099,17539.74501,9658.750437,8155.756686,20982.62107,18886.33974,27275.03255,24519.96154,17992.00163,19420.35457,18542.19524,16290.8007,21194.87471,17654.38678,3278.157248,4366.391781,1655.97074,1248.892734,4151.191079,3420.82815,3399.579802,3281.192089,2838.706842,3460.391738,20467.8037,21249.49356,16207.28747,17425.61002,17035.97,18209.60165,24109.68602,28238.13331,15962.80853,19333.85673
2.48_304.0635m/z,292477.0722,272036.9165,254601.0717,248289.7043,247547.7725,160042.2553,257946.8779,270550.7663,275376.3197,258278.5981,279593.9596,252210.4312,285712.5093,270440.8146,254676.5775,270692.1143,311503.7907,304491.7252,270986.0621,265231.5479,180713.9346,196932.4178,200625.9991,176475.1254,184019.1607,163949.3074,196175.6795,193219.0102,199519.6933,197117.3808,169306.0967,148203.6255,148499.5648,138629.3324,173248.7839,156403.0043,141823.4418,154254.9585,163003.2459,171589.3208
2.41_832.5150m/z,45157.41,35431.34332,41333.10321,40507.97557,33049.24079,30406.211,43925.17863,41621.38679,37152.45837,37031.96534,31500.42504,26912.36856,33024.44207,33400.00844,33675.79211,33680.7323,41150.54976,36765.53531,30772.1372,28263.44952,45339.13103,36853.69368,48264.1538,49414.44878,41311.2987,41787.22355,38807.6437,38481.1979,39943.31294,39841.25511,40554.76398,35337.89611,38635.91379,32889.74149,39820.72973,40778.87124,37247.60151,32906.07713,37662.31003,34257.69144
2.42_312.0953m/z,7659570.15,7742579.668,6424422.365,6888732.804,6092259.153,6905439.086,7457692.888,7588736.635,7924215.972,8340599.118,9222418.06,9377668.723,8289624.368,8255426.576,9094066.534,9458199.922,10031871.47,10239801.14,8854644.806,9024166.511,3555963.674,3675472.269,3862957.234,4041773.468,4302172.101,4260533.715,4071966.262,4213141.766,4024654.168,4136425.534,2501438.953,2545485.727,1919969.036,2040336.283,2654416.89,2736503.027,2503358.91,2631349.92,2519781.043,2621593.797
2.42_314.1004m/z,122580.8441,120796.0286,101594.5321,107490.6091,96486.06415,105523.9905,120631.6508,118850.7704,128287.7745,129986.1735,145856.7367,147730.7586,130745.5824,132143.2361,146770.8133,149586.7122,161121.2273,161083.95,140295.2204,141695.3203,53122.05358,53594.07888,58955.03443,60103.31689,66144.94449,64615.64691,63442.64124,64013.8771,61625.99739,63591.01749,37420.07374,37077.93257,27963.76212,29322.82442,39733.3636,39563.80576,37891.69914,39102.22513,36652.13175,39199.56269
2.42_166.0509m/z,667.4643712,1312.438823,1609.888026,1853.485128,537.8648042,208.25253,1192.766328,1788.701587,949.2397468,862.9901605,268.8540854,211.2545009,334.7621459,502.230902,291.9550205,281.3653376,89.04580147,123.9976719,240.9190682,313.4570977,59222.16901,64025.06654,40071.83866,37118.3083,71646.27826,64621.99625,65220.39287,64455.92146,47100.33055,47794.05184,39900.36203,39411.4142,28999.91018,25631.87086,24139.66356,26106.6757,41151.5822,40451.78452,19251.6653,22793.04054
2.42_795.3718m/z,187927.6667,189564.3351,158379.2692,155796.6699,165196.0156,102608.5028,152215.9024,154525.5883,174781.0687,177709.3767,206675.4176,183664.1596,201257.6465,202974.7496,213341.5348,213008.1949,256571.9303,255700.0002,193683.9783,172750.4709,10385.50437,7700.473292,13702.74533,7174.391321,12141.99561,11099.0889,14625.22342,12562.97909,13837.6481,8640.93855,9212.133914,7660.107103,7156.528004,5132.382265,6568.097674,8463.426506,4903.091278,4861.688014,8675.471571,11347.54781
2.45_266.0896m/z,174572.4859,191625.0877,154104.06,177834.1251,148877.7809,173450.4476,176673.6392,192970.4187,184315.4693,206673.2799,222532.8397,243274.0669,195995.257,212629.2681,225405.5742,254385.0183,238691.5201,260870.1586,221580.8481,239894.935,87955.3875,98017.43322,97239.03411,106852.0978,109404.3732,114291.8892,106718.8948,115501.0154,103110.3701,112986.6884,81349.43603,86720.80437,60011.17566,68894.79226,90846.62211,97733.03774,89417.783,99080.36527,76780.52064,91485.37942
2.45_790.5411m/z,306757.0915,87810.11698,310710.5871,153090.644,303279.3944,143347.3611,353498.1622,156834.7915,289884.6812,123451.8428,217632.6948,120339.3394,276087.7521,108762.3874,205296.7388,124478.8425,301627.2424,128319.4309,207897.9205,145844.6931,385069.5349,175033.697,384633.1562,230854.6509,346616.0132,213435.1726,385472.4069,174362.4138,316795.3743,182368.2515,302417.9109,165697.6761,279247.9521,84004.49337,308801.6888,201724.5202,329016.3835,85250.54238,299700.246,120680.6312
2.48_404.0339m/z,32384.76804,47496.57658,28363.09836,38593.26076,23726.1766,28282.71189,30265.24111,42191.72038,30187.44222,41296.92596,32628.76763,38907.06852,32847.2847,39568.52292,31543.67922,39054.36501,37528.52619,48096.29852,32217.33299,42579.61361,15231.12236,25792.98461,15661.56453,24383.54332,14119.89839,24989.25113,17745.3082,26417.45666,16231.58757,26395.23547,10890.43588,16527.53572,9343.302553,17573.25503,12087.64479,17090.20612,7987.437526,21426.60412,11058.82627,21244.1692
2.45_506.2893m/z,148071.5319,125875.3842,138299.3873,131272.9613,133833.9446,114445.672,145386.394,135540.841,130084.8301,121233.7267,196128.4501,162910.2641,208912.3439,192704.5855,203693.9437,180798.2511,248626.6641,225422.6213,193999.8884,163747.502,23255.66008,16788.29629,23179.51598,14709.79848,21845.59371,14960.99058,24095.1019,19813.39682,18386.18784,11473.0613,27002.42584,21166.0732,27384.23143,17161.98591,27461.05615,21313.44262,22513.78628,19103.24787,25096.24624,23016.44518
2.45_97.0658m/z,1296.376625,1685.975048,1443.10493,1625.592164,1221.408094,1121.321694,1298.867915,1694.694245,1325.903362,1625.430396,1480.264945,1561.546169,1293.585378,1538.431002,1326.988751,1557.929663,1426.329343,1604.877099,1483.406802,1691.260713,1184.267867,1372.761258,1283.64194,1289.033798,1257.645862,1225.017266,1254.58349,1389.010336,1215.573751,1434.288198,1215.559329,1454.592947,1299.320433,1345.313759,1178.803888,1384.344167,1228.098914,1350.035592,1139.886506,1081.627445
2.46_459.1640m/z,52613.94286,51465.01467,44633.60196,45995.03549,39048.72587,20381.6001,45199.07491,49552.89864,40526.1773,36160.34198,45600.59701,38977.12513,53927.72778,51646.27504,44374.13196,45430.51681,35174.17955,31394.96538,46497.95402,45077.50665,29509.01654,33031.97402,23662.04712,19702.22751,30626.46562,26877.90924,29712.77225,28320.42557,30426.56107,28640.93357,40535.1421,35677.13265,30739.77987,30232.73636,44777.24769,38123.05568,36395.10844,40928.12457,37995.4706,43595.95454
2.46_173.0455m/z,6612.181576,8773.365401,6826.416885,8602.065549,7037.706349,6854.709574,6730.454828,8476.165317,8174.128003,10186.33707,7862.786403,8580.606721,7662.229668,9286.223132,7459.133959,8483.342114,8535.418904,10141.8714,7476.998616,8909.729695,5178.332426,6425.80335,5028.663775,5848.552121,5565.801409,6046.183673,5554.833723,6605.945222,5313.248172,6028.155553,5706.858809,6470.19798,5477.545944,5947.978082,6199.688514,6431.318804,5413.599665,6661.039876,5065.554503,5972.156777
