compound,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX
1.39_333.2802m/z,3848.172864,3215.952669,2601.327648,2737.18638,2555.909835,2856.183979,2817.26475,3210.338691,4134.764097,3919.754347,10105.78094,9124.570555,8209.979389,6925.163413,8424.410407,8099.445723,11326.69182,8947.405306,11584.44976,10579.0185,2234.818911,1625.570876,2988.867315,3116.986361,2714.140761,2446.582382,3354.810039,3096.084855,2800.796536,2662.516159,7175.371479,6111.907971,14232.65046,14339.04159,8368.726571,6733.750812,7386.792586,6335.935538,7659.053311,6692.599099
1.39_295.2644m/z,1500.168531,1109.745439,1158.675281,1351.496012,606.16899,698.2428835,994.9449471,1250.393633,1431.558802,1828.907131,3362.670149,3516.81539,3037.308491,2959.221305,4230.284254,3281.039733,4305.92041,3875.052894,4349.870613,3905.347965,3078.802076,2553.880836,3787.029455,3729.005411,3115.366165,2974.849914,3719.085951,3663.668349,3226.113115,2868.794789,5759.596898,5605.217525,10675.2409,9243.206057,6641.203399,6280.264225,6659.077395,6332.722477,6928.870102,4797.184222
1.39_113.0608m/z,954.5336784,1106.593057,875.7761343,1005.694439,725.6034217,1022.511818,843.2630946,952.6350067,1234.930748,1243.619976,759.7597842,1056.11716,725.333028,920.6695513,756.5819504,1030.458252,976.293546,1096.650098,799.3577992,1044.040405,1659.288043,1733.35388,1518.176649,1675.836433,1505.89214,1490.552842,1478.001315,1372.550361,1544.228987,1788.005868,1292.247608,1497.605063,1048.189198,1404.898536,1264.506783,1446.38741,906.4463553,1093.102544,946.9963568,1024.712822
1.39_769.5042m/z,29373.31648,17447.51561,25300.07147,23131.97869,19947.55897,13468.71497,32686.59588,23584.42064,23607.41161,17718.68398,30851.02996,26033.35283,38972.2243,27477.40561,34900.56936,23575.74889,42551.01717,33197.93885,31433.41326,23454.07768,19410.45505,12197.25164,25914.28191,20890.29399,21706.10196,13805.2502,24690.98124,19922.10388,25850.21249,19277.74093,72261.76626,58747.4976,80445.94875,57381.24825,72535.34835,59797.89484,61588.84417,45827.37063,74187.26912,57349.04921
1.39_463.1618m/z,15118.62666,14117.52413,13718.01708,13447.40381,19735.0872,19717.98203,13193.49684,12330.34673,14106.64838,12077.61631,12222.08848,9369.663184,11100.15546,10426.47519,10531.22685,9559.518819,12870.23914,13027.79731,10852.14401,9666.071834,7778.790564,7767.071821,10249.92241,9504.909057,9074.681118,6959.037551,8977.535817,9351.068788,10820.27563,8485.053399,8206.905158,7168.190669,6627.091809,5466.234222,7573.939588,6173.028705,7128.817887,7178.343674,6852.999628,7964.559334
1.39_658.5173m/z,11083.38201,8411.328344,23211.89667,18690.88627,25255.91951,21770.50428,16255.55141,14233.3541,38004.93075,31164.23388,7727.579202,5593.949074,8807.818355,6652.139915,27496.70099,23156.30549,21714.39189,14594.99729,22420.46019,16465.66195,3160.724295,1846.438766,3731.499682,1276.294399,4276.104837,3214.385494,3562.8737,285.1000675,8845.23073,6366.738296,1314.007346,2631.447935,1972.47404,623.4059483,0,1177.358389,1522.400556,1639.173469,776.2337117,2138.143704
1.39_317.1608m/z,5299.007686,5068.172686,4263.410501,4109.841037,4498.151168,3699.848252,4532.07497,4453.266089,5131.91758,5090.007708,4223.626292,3641.277726,3726.166824,3458.552089,4404.22367,3344.568978,4114.929416,3714.100436,3833.099414,2818.218047,6828.058172,6359.518999,6903.008807,6661.629306,6399.462232,5477.470747,6601.325961,5624.500445,7299.929139,6901.920728,5983.798931,5095.85929,5336.296662,4903.789986,5030.35758,4684.895641,5384.709264,5461.869433,5044.381202,4686.413392
1.39_429.3223m/z,937.5429428,624.1921132,1145.046807,268.1821148,359.2572841,0,935.2761058,462.271047,916.3592993,876.4184141,6104.401523,6258.847345,6696.719482,4546.589507,6195.383356,5751.953083,4730.739405,4635.422729,6150.971656,5991.53274,2019.161105,920.35184,3561.446924,2233.465237,2463.243761,1156.349438,3033.214305,2265.380986,2289.149102,1143.132593,10903.36241,9852.1381,12651.76972,7648.111625,11380.27351,9349.688088,10619.84136,7449.114851,9989.0665,8958.914131
1.39_315.2542m/z,4146.44057,3475.115207,2970.844545,3972.838297,3347.66539,3907.999267,3053.213868,3088.133013,6299.428577,5481.14712,3458.214285,2986.452247,2847.639903,3199.533045,3181.309685,3827.815207,3473.157052,3085.83942,3528.257846,2735.5757,7692.149988,6618.920426,4256.923662,3851.989943,3781.349203,3971.761187,4232.497984,4083.68971,3926.083852,3547.680366,2617.274332,2635.372183,11061.87874,10685.76472,3658.278006,4003.880608,4471.862824,3945.650006,4263.575111,3914.950054
1.42_345.1014m/z,7686.808455,5470.432168,27495.24359,24318.01724,23514.62153,17911.58357,46229.38255,39104.19061,79855.0228,70034.9394,19185.01668,17640.83061,19044.47606,14790.75551,17788.9654,17456.85721,75693.57604,61123.99483,26414.04757,23342.34766,675.4698327,508.0648862,1721.183476,1442.870196,853.275139,462.6586216,1190.621999,581.8779943,820.0027236,1119.011517,3294.096381,2075.06315,1077.83301,569.0284101,1152.889578,964.1003604,1380.148758,1199.367118,1854.93337,1601.352597
1.38_845.5349m/z,36130.6361,31248.4317,38548.08897,34164.33463,34888.62862,29527.48244,39680.19395,38199.32197,33389.20236,32121.51672,23582.37611,24914.63345,29521.83483,31027.74917,28439.05672,18891.75247,32247.80832,28571.16001,21186.14218,24351.65057,13155.02727,10397.29168,21545.41155,17630.63219,18332.88915,15910.8983,19720.50658,17685.75591,17532.05226,13225.64931,41138.92785,33857.08347,46364.07988,31334.15159,45731.43868,39029.0467,38509.43785,28812.7194,48102.86362,38554.69865
1.42_771.5198m/z,52990.08256,32131.45757,51717.31482,42143.74932,36434.77842,29154.84612,58128.14905,43151.23555,48357.02716,35240.03481,83457.45935,59827.74803,90799.96547,67671.94201,94509.55337,70889.89638,115650.2762,80671.63293,85571.42344,71245.63598,72332.65722,43318.99628,88477.96583,71223.58855,72380.66646,53325.22878,73214.2886,62617.36074,80680.37403,58648.62252,249348.848,178867.6738,273683.9901,171340.8896,256624.6976,190203.9374,220282.7116,146954.8685,239497.34,170480.5592
1.42_285.2074m/z,7387.80698,6873.667482,6611.654008,6574.178218,6767.705671,7138.952327,7185.335765,6405.308579,8607.382844,7937.796336,6699.257143,6507.618499,6072.021215,5271.919709,5755.741405,5715.324824,6432.016642,6662.124928,5272.205515,5990.549251,9317.211726,8979.100221,7975.255224,7509.287113,8031.321303,6665.40631,8180.85834,7445.116501,6478.05413,6700.938281,7010.037936,6253.767555,6166.929953,6387.120339,6371.384003,5907.677914,6149.831507,6214.920576,6765.330097,5715.180576
1.45_215.1653m/z,4815.304459,4679.775666,3247.732593,3516.525446,4233.452624,4894.236209,3297.366771,3075.88349,4298.414485,4638.706572,5434.422536,6067.499707,3259.504283,3570.511678,3591.690908,3741.203429,4159.380328,3920.216568,3606.530596,4141.618688,6088.195845,6016.767326,5289.097725,5135.95346,4511.266375,4180.66569,9364.448596,10238.78835,4552.563736,4899.32138,12159.04469,11710.7109,11215.59641,11558.61473,12610.45522,13080.35917,13437.49948,13451.23249,11862.35563,12746.71661
1.45_257.1761m/z,6020.848886,5987.531307,5595.05853,5271.020326,6239.827894,5214.68506,6004.379899,5606.378311,6983.626405,6529.067863,6451.280025,6219.899155,5112.134421,4545.353902,4368.529715,4772.095525,6067.378116,5529.740174,4456.995291,4728.322518,7345.981212,7723.675691,5940.711235,6114.218101,5398.259113,5157.748508,6986.438178,6561.534285,4909.294275,5176.80928,4187.854562,4132.984556,3944.369632,4193.456415,4861.888404,4194.7091,4421.720108,4272.582719,4420.026569,4746.695663
1.45_387.3273m/z,13700.87767,10987.06318,10023.08335,8308.738601,9253.538306,8119.900796,13195.07496,11443.76768,14103.42531,12946.11566,17228.29879,15482.33538,15767.5181,13897.81045,19506.69573,17635.30552,18071.1114,15497.06274,19806.34515,18162.77858,2317.408788,1697.3642,3862.699994,3809.113092,4156.599661,2986.692267,4305.965004,4572.25574,5155.261776,4456.924477,904.2940945,719.0115074,1525.560867,1103.46606,721.3469329,831.5381338,779.7305223,796.1940527,927.6325752,870.0372648
1.45_205.0363m/z,1192.778199,1043.986652,850.2215146,933.1328125,1159.762891,1013.151872,936.0955162,1000.364833,707.6792924,687.0614375,1165.603871,1112.12479,1238.812625,1037.834056,1164.408258,1414.062648,737.1734345,790.9310004,1163.856885,1296.422777,2117.600793,2102.704896,2045.522389,1746.788848,2673.976639,2587.461131,2043.970625,2098.381195,2264.093878,2401.001381,4685.342163,4867.724527,4376.434099,4257.470897,5603.644102,5940.164628,6032.271222,5845.138628,5034.142762,5062.50862
1.45_171.0486m/z,385.7401378,515.0718464,365.635543,445.3036407,595.1416018,527.3734945,430.3153369,454.1536664,289.2639415,292.8827295,575.9540189,524.6867054,551.9371981,606.3462942,740.8679034,759.3667929,307.0493328,285.154127,629.1777777,634.3750237,880.5772033,1041.639045,910.8322617,826.8957724,1187.942456,1285.358015,1041.505373,1068.44075,1135.866389,1295.143713,2204.784599,2384.609675,1909.285897,2284.553833,2838.773633,2966.77123,2746.622098,3058.068826,2411.171069,2423.28784
1.45_798.5389m/z,9610.498747,6080.158785,9914.305566,6122.559683,5858.29458,4592.301039,11115.76693,8744.633398,7016.883723,5644.719098,14245.13824,8682.181882,15622.52141,11124.51606,15433.32439,11083.55005,17990.43834,12537.94155,13313.5381,10743.13659,15748.24304,7800.067974,22309.54691,13443.1144,16977.37136,8656.621754,16637.849,12507.70102,17416.2728,12814.80051,36996.01144,22824.51005,35682.79122,20324.42121,33461.75724,23281.85773,29240.08677,17604.36676,30859.29138,20346.9856
1.47_242.1764m/z,79755.21139,81551.38761,160451.6912,170285.6599,109261.2054,117758.6397,95827.67553,94882.76632,271328.5084,280975.6916,75830.74854,83135.47921,88255.50669,88890.38352,88727.9588,95473.41546,143504.0909,144448.5083,177354.7987,180269.3846,102226.4754,107384.2211,100114.2656,104799.181,93312.97284,89489.45611,75217.92473,79208.79399,120816.9165,120806.8828,57717.19231,57585.91907,62497.40979,64793.82541,104680.1258,108385.5738,77436.15795,78923.02053,132675.987,133992.5375
1.44_676.2811m/z,0,0,0,0,0,0,0,0,0,0,3803.261044,1792.790001,3834.561654,4401.929713,5015.42489,3632.957867,5355.68513,2866.304654,3224.147487,3071.583232,0,0,0,0,0,0,0,0,0,0,45775.17451,36602.90198,44131.57138,32962.6695,45252.13118,35528.5189,38058.26665,33072.32015,46034.99139,39513.40785
1.47_416.1420m/z,12925.0129,9849.12583,28188.37202,21966.4555,18268.01885,11244.40072,18507.37391,14547.31669,42300.76552,32858.40072,11068.51757,8820.544023,13955.64562,11220.16304,13016.25592,11189.46771,21566.97876,17434.61164,26373.75986,22017.18913,18295.56668,13526.03207,20224.86482,13815.82078,18731.31935,13067.68322,15709.96835,12183.5228,22076.88022,17077.70887,10210.44576,7208.888622,10631.97228,8279.356106,16884.42229,12401.86551,12993.67211,9522.787886,22365.50226,16939.30406
1.47_483.1700m/z,12484.82682,9765.279654,11567.92452,9046.808416,15812.22483,11170.05643,16462.34526,12118.63662,10595.1207,8342.682903,12643.76489,9995.762457,14532.61271,12053.51419,15698.94149,13772.48561,10540.99686,7401.18192,15565.77743,12924.26528,25165.76147,17896.50707,23329.63096,18882.04035,29322.81939,19115.90181,25180.33151,22033.39643,24877.95496,21244.12344,49391.77153,37362.35981,46791.19754,38220.67246,49405.42189,36785.30242,53399.53043,40153.14516,48284.50259,37705.41886
1.47_227.1291m/z,5485.520073,9967.18745,6448.464584,8586.107993,5268.970833,5619.176598,6459.670581,9040.809765,7243.079844,8890.306854,6587.419251,9112.291746,4917.888887,7805.485572,5512.578357,8013.624031,9667.159111,12327.8363,5832.963695,8391.290744,3998.563914,6463.930706,3769.415257,5244.374874,5697.660805,6871.113771,4951.011787,6211.937807,3664.356983,5592.354572,3058.623936,4520.954532,3156.776927,3729.553098,3126.863655,5154.396488,3079.01139,4294.792821,3700.749868,5316.177822
1.47_243.1603m/z,6738.807192,6989.080535,6648.207686,6929.489975,6120.427276,6123.416556,7000.473716,6856.018028,9269.030964,9405.888898,7282.573065,8032.827932,6079.012477,6257.46913,5923.199994,6525.774429,8074.008903,8008.377631,7022.423785,7076.050889,10165.28069,9763.306381,7708.809665,7197.100595,7497.966449,6937.989684,7143.130811,7677.29339,6993.492444,7081.211128,6798.16538,6065.519107,6488.743361,6487.900086,7047.412421,6955.920426,6235.720145,6054.548285,7266.759399,6761.752418
1.47_179.0351m/z,748.910555,834.6476015,8332.372016,9161.070792,3619.939114,3439.047212,7043.375825,7208.847839,8752.647683,9736.291264,1068.193745,1132.534551,1027.326726,960.5107463,837.6731191,927.0644451,6723.013275,6827.442162,1113.939968,1229.314254,847.6479028,1030.389096,541.3132819,566.0453565,437.0391546,555.7372538,498.4870107,644.5468007,553.4370573,557.7397274,265.3230824,456.8613075,141.889258,268.5277935,507.8948375,466.0566905,315.1039289,376.2818722,401.8357975,609.4354548
1.47_823.5499m/z,28646.63055,19055.77897,28535.37103,22105.26079,17919.63159,15779.77744,33622.61743,25415.70713,24837.26943,20938.54734,30104.60908,22780.7606,35138.63567,25854.32042,33193.63725,26690.53819,40063.19075,29432.6613,31310.3202,28491.49291,28973.52847,16788.71461,41592.44815,32684.04252,31384.68003,23618.10554,29602.86757,28181.22133,38255.1324,26664.68543,72368.34519,54745.01688,72207.33789,42456.30964,70465.63382,55059.14356,63529.43952,41180.1086,65042.86941,45447.73969
1.47_343.2128m/z,6046.302578,5247.231822,5403.980675,4763.911097,6284.49196,5299.637992,4706.275667,4480.29588,7733.556733,6678.604161,5622.600408,5142.203618,5327.329292,4870.456235,5234.227966,4549.358695,6226.041351,5849.465417,4875.174186,4299.636823,9824.828358,7625.944291,4542.396759,4869.019029,5128.929981,5006.735913,5440.233887,4402.253059,5991.324299,5815.962015,3681.364489,3818.83892,5083.877465,4362.371792,3948.728435,4113.030448,4581.748958,3935.49984,4419.321938,3224.156946
1.47_269.1395m/z,4263.100977,4417.593293,4117.38745,3740.28918,4121.133257,2896.249466,4044.621895,3271.194796,6397.404949,4900.354901,4990.211937,5623.724459,3770.60049,3642.764134,3452.086382,3723.017212,6278.221252,5697.680956,3871.225086,3936.476239,6563.962079,5637.222981,7036.084444,6182.276629,7077.877788,6093.348792,5722.297717,4956.000997,4869.601268,5562.648833,5339.492982,4467.378086,4454.188723,4117.866507,5176.746545,4646.4859,4211.926531,3774.70492,5783.641866,5713.197033
1.47_289.0240m/z,7714.02306,10929.09838,8445.501447,10807.45207,12183.28584,11880.21514,9429.148351,11933.71194,6870.282825,9785.680872,13635.15549,15286.53887,15867.86687,17066.09097,10962.63931,13928.54132,8326.8303,11045.49759,8190.042936,10375.14291,1431.85826,6947.186795,1332.44305,5419.867971,1513.889691,5136.284342,1370.501626,5987.668419,1794.81828,4518.418622,1461.82288,4859.501944,1493.250342,5293.66329,1540.421418,5058.888369,1972.276671,5130.6095,1301.743765,4093.719063
1.44_271.1918m/z,5351.192214,4527.128709,4593.109513,4182.973819,5081.622828,4037.165547,4635.578563,4136.992133,5685.598916,5223.527874,5711.649431,5391.413885,4438.04046,3830.334847,3909.180416,3689.967933,5066.515423,4492.298553,4046.135726,3681.149183,6218.122754,5576.076231,5320.163122,4489.62204,4314.201365,3832.969538,4883.933078,4042.670748,3890.211213,4167.60062,3707.825106,3466.233064,3633.953984,3393.985063,3361.620181,3904.418844,3373.372359,3406.947277,3870.033881,3430.800395
1.44_185.1183m/z,7359.018917,7914.871474,6176.693592,7107.84914,7098.091207,7446.516256,6156.844226,6818.516092,8406.9335,9464.306256,9023.237033,10014.00218,6242.232121,6961.592548,5747.231062,6614.677319,7621.827232,7832.938944,7267.513874,7553.327174,5831.226845,6193.959639,10029.46958,10288.81681,8326.916481,8475.86516,12200.60753,12663.96557,7996.383572,8459.419183,6205.177627,7043.34552,6521.872489,7086.638062,7671.054728,8660.312632,7198.470306,7796.265566,7771.306307,8140.262792
1.44_199.0435m/z,43798.46313,40412.95708,39655.69683,38159.28707,56213.44625,43903.10223,36580.59958,34583.55853,45349.97472,42182.65859,37730.95627,37090.79644,41570.03252,38475.87742,36685.86139,37120.09691,44354.42179,40262.3795,39012.35053,37973.62817,5868.920747,5800.314047,6075.644052,5289.047541,5486.005824,4453.729237,6323.614368,5497.256209,5880.556217,5450.84603,4745.913938,4170.006624,9144.291701,8536.924055,5431.79007,4758.563997,4864.725278,4052.066741,4731.791433,4410.864115
1.42_241.1811m/z,4397.46611,4344.988695,3329.663489,3580.608438,3530.094898,4065.381724,3142.921144,2858.060588,4370.061831,4028.114609,3526.081927,4478.872274,2555.995278,2550.505062,2321.208044,2869.423237,2636.088797,2316.515735,1429.093308,2454.109643,3964.663882,4019.188008,5734.23019,5326.433148,4042.544094,3735.8322,7808.93828,7795.422247,4130.034718,3902.045301,10696.20832,9567.088234,10210.21548,10181.49391,12205.8947,10518.43071,12063.41263,11961.67935,10102.64628,10628.38593
1.42_433.3327m/z,11086.96004,8891.012246,9682.558621,8862.260442,10625.08098,10016.71845,9700.668962,7963.862511,10081.61297,8516.821181,9313.995238,7667.001198,11076.06375,8515.633162,8750.701064,6642.180703,11461.34179,9848.249927,9009.859214,7586.50489,32417.0401,28887.99617,7014.804814,7109.7644,6882.844945,5554.246449,6013.487613,5151.296129,6916.9217,6451.109269,5662.730407,5312.812638,7039.33654,5066.374943,7620.042883,6564.097468,5700.110107,5367.787654,6225.504761,5447.397562
1.42_243.1965m/z,3504.755492,3234.549549,2454.854349,2945.465351,3518.647533,2989.466893,3017.707833,2307.439886,3154.652609,3738.859573,3895.248846,4584.487968,2214.193779,2401.936904,2667.483003,2367.124663,3051.788465,3263.03284,2147.996567,2278.636717,5796.149135,6110.813184,4708.383804,5043.386733,4662.559501,3892.810604,7785.202721,7604.685308,4115.725829,4324.889989,5188.23204,5395.481671,6891.387946,6431.488668,5864.293597,5662.226825,6293.517963,6269.99813,6052.134863,5683.021979
1.42_270.2081m/z,2016.968109,2149.488713,4458.253706,4410.994397,2871.717094,3279.462244,2130.597699,2158.897684,7788.216572,7332.651464,1768.757266,1975.442343,2094.127438,1713.809164,1967.274258,2082.817075,3255.491544,2979.872386,5070.5019,4678.351069,2653.550781,3022.014871,2691.378652,2597.169116,2396.875155,2486.469752,2209.453817,1979.171405,3300.722355,3431.365118,1245.706669,1135.33229,1563.507092,1019.451089,2914.174817,2925.692791,1777.02304,1858.967151,3362.296653,3849.240978
1.42_226.0181m/z,1559.931512,1700.15038,1393.809906,1628.871755,2128.476229,1929.111021,1492.594259,1740.571096,1074.672634,1078.050768,1362.128989,1184.976166,1510.623835,1331.204087,1337.744798,1739.120712,822.6836652,774.4137911,1559.422169,1502.905375,2135.04149,2144.158173,1754.692337,1480.131701,2244.616705,1998.605427,2006.924757,1843.125191,2061.100788,2032.902663,3344.978881,2981.900547,2594.669644,2559.972695,3982.014149,3997.950784,3899.628429,4500.620239,3490.789886,3291.661298
1.42_295.1190m/z,2643.03554,2160.169549,5169.752629,5226.100732,4473.935634,4119.989897,7985.214884,6876.135938,17426.50161,15121.48449,4661.674716,3714.445071,3808.452005,3412.508703,3394.122772,3657.809074,14054.74176,11619.04149,5120.337621,5073.852604,1459.06506,1350.066237,1251.666883,956.2822783,1137.57948,939.8704596,1354.925934,1071.203898,1196.03043,891.8620211,1465.963304,1146.598241,1167.235183,906.8931941,1672.892462,1208.195141,1603.430848,1346.562229,1486.256216,1344.452624
